mat-no,price-per-unit,pieces-per-pack,suggested-mat-no,name,url,summary,variants-info,thumbnail,thumbnail-2x,vector,size,variant,category,colour,subtitle
1075698,1440.00,1440,1075698,XILION Rose Enhanced,/XILION-Rose-Enhanced-1075698/p,8 variants,8 variants,/medias/1075698-SWPMATERIAL-FVPL-120x120.png?context=bWFzdGVyfGltYWdlc3wxMDEzOHxpbWFnZS9wbmd8aW1hZ2VzL2gxNy9oODQvODkyNjc5NTEzNzA1NC5wbmd8YjMxZDI4YzZkNGMyNzA1OGFjM2IyOWI3MDMzODdhNDllMjZlYWQ5NTIwYzU2NGJhODIyMThiYmU4MzAwYTUyYQ,/medias/1075698-SWPMATERIAL-FVPL-240x240.png?context=bWFzdGVyfGltYWdlc3wyODU3OXxpbWFnZS9wbmd8aW1hZ2VzL2hiNi9oMDUvODkyNjc5NTIwMjU5MC5wbmd8MjYzNjkyM2NjY2FiZWRlMzJlMTEyOGM3ODJjYjFiYTBlMGU4ZjVjMGRkM2FlMDBjY2IzMzRhM2VjYzRjYThhZA,/medias/1075698-SWPMATERIAL-LD-VEC.svg?context=bWFzdGVyfGltYWdlc3w3Mzc3fGltYWdlL3N2Zyt4bWx8aW1hZ2VzL2hmNi9oZWMvODkxOTY1MDA3NDY1NC5zdmd8NTk5OWI0ZWE5NGM5MWJlYjY4NzBhNzliMWIzODZjY2U5NTBiN2JjZGQxMzAxYzIzZjU4OWNkZDYyMzJjMDJmZQ,3.90 mm SS 16,Peridot/Silver Foiling,Flat Backs Hotfix,Peridot,XILION Rose Enhanced
1075719,1440.00,1440,1075719,XILION Rose Enhanced,/XILION-Rose-Enhanced-1075719/p,8 variants,8 variants,/medias/1075719-SWPMATERIAL-FVPL-120x120.png?context=bWFzdGVyfGltYWdlc3w5Nzk2fGltYWdlL3BuZ3xpbWFnZXMvaDFhL2g1OC84OTI2Nzk2OTA2NTI2LnBuZ3w0NmU3NDdhZDA2MTBmOTk3Njg3OGY1M2FiNzg0MzU0NWI0YzAyMzIxMWU0ZjQxODZiNGFiYTg4ZGJkZmU2MzBm,/medias/1075719-SWPMATERIAL-FVPL-240x240.png?context=bWFzdGVyfGltYWdlc3wyNzM2NHxpbWFnZS9wbmd8aW1hZ2VzL2hkMS9oODAvODkyNjc5Njk3MjA2Mi5wbmd8YjllODJjYzQwOTA0YWI4MDllNmIxZTMzODBmM2MwZWZlNjlmY2UzNjgxMTY0MjA2NjIyZTMwNDc2YTIxZGQyNQ,/medias/1075719-SWPMATERIAL-LD-VEC.svg?context=bWFzdGVyfGltYWdlc3w3Mzc3fGltYWdlL3N2Zyt4bWx8aW1hZ2VzL2hkNC9oYWEvODkxOTY1MDI3MTI2Mi5zdmd8NGI5ZjdlOWZkMDczM2JkMmVlMmIyMWNkYjE0ODVhOWUyYzU3YmVhMTIzZTBjYTI2NzBkZWFiOWU4NDQ1Mjk3OQ,4.70 mm SS 20,Rose/Silver Foiling,Flat Backs Hotfix,Rose,XILION Rose Enhanced
5053313,1440.00,1440,5053313,Cabochon,/Cabochon-5053313/p,3 sizes & 26 colors/effects,26 colors/effects,/medias/5053313-SWPMATERIAL-FVPL-120x120.png?context=bWFzdGVyfGltYWdlc3w3MTU1fGltYWdlL3BuZ3xpbWFnZXMvaDYyL2g0Ni84OTI3Nzg0NzMwNjU0LnBuZ3w1MjNhMjBkNDlkMWJmYTEwZGIyMDRlMjllYjczMzYyOTAxZjE2YmIyYTk1YTFlNmZkODZmNGNmZWQ2YTE2NmVk,/medias/5053313-SWPMATERIAL-FVPL-240x240.png?context=bWFzdGVyfGltYWdlc3wxNDM5MXxpbWFnZS9wbmd8aW1hZ2VzL2g1ZC9oMTQvODkyNzc4NDc5NjE5MC5wbmd8ZmE4NzU1OWFhNGVmM2MyYjFlMjcyZWI4ZjM1ZjNhZjI1YmVlMjQwZGZmOWQ1NGNiODYzMTM0YTZlODdiY2JhYg,/medias/5053313-SWPMATERIAL-LD-VEC.svg?context=bWFzdGVyfGltYWdlc3w0MTYzfGltYWdlL3N2Zyt4bWx8aW1hZ2VzL2hlMS9oZDIvODkyMDAzMjE0OTUzNC5zdmd8ZTZkYTcxNjJmYjY3MGE2MzU1MjliZjVkZDZmNDczOWY4MzcxNGQ3MjhiMjdmOTFmNzc4MDNkZDM4MDAwOWJhYQ,3.90 mm SS 16,Crystal Dark Lapis Pearl/Unfoiled,Flat Backs Hotfix,Crystal Dark Lapis Pearl,Cabochon
1101341,144.00,144,1101341,Cabochon,/Cabochon-1101341/p,3 sizes & 26 colors/effects,26 colors/effects,/medias/1101341-SWPMATERIAL-FVPL-120x120.png?context=bWFzdGVyfGltYWdlc3w4NTk0fGltYWdlL3BuZ3xpbWFnZXMvaGJjL2gwNi84OTI2ODc5NzQ0MDMwLnBuZ3w1ZTM4ZmZkNTZiNzQzYWY3N2E4NDAzYTVmZDEyZWY0Yjk4ZGMzNzcyNzA2ZGE3MmVjNjIzNzc4YmJiNWMxZThm,/medias/1101341-SWPMATERIAL-FVPL-240x240.png?context=bWFzdGVyfGltYWdlc3wyNjM2NHxpbWFnZS9wbmd8aW1hZ2VzL2gyMy9oODgvODkyNjg3OTgwOTU2Ni5wbmd8YTBkZGI3NTVlN2Y3OWM1YjcwNTMyMjNlMmU0ZjI4YTBmMTE1OGI1ZmY1ZDNkZWNiY2EzYmUyZjhiMDhmNTE5Mw,/medias/1101341-SWPMATERIAL-LD-VEC.svg?context=bWFzdGVyfGltYWdlc3w0MTYzfGltYWdlL3N2Zyt4bWx8aW1hZ2VzL2g1Mi9oYjMvODkxOTY4MDU0ODg5NC5zdmd8NDkwY2JiMTg0MWJiNDZlZTNmOTk4OWJiZDJkOTBmZjliNDgyYTJkMDBhMjM2NWE0NjQxMzUyMDU0N2ZkYjU4Nw,7.17 mm SS 34,Crystal Deep Brown Pearl/Unfoiled,Flat Backs Hotfix,Crystal Deep Brown Pearl,Cabochon
1125928,144.00,144,1125923,Cabochon,/Cabochon-1125923/p,3 sizes & 26 colors/effects,26 colors/effects,/medias/1125923-SWPMATERIAL-FVPL-120x120.png?context=bWFzdGVyfGltYWdlc3w5NDM5fGltYWdlL3BuZ3xpbWFnZXMvaDRmL2hjZi84OTgyMTc0NzYwOTkwLnBuZ3xhZmRiOWJjM2FjNmI4NGNlODAyYjFmOGQzYjM4OThkNWZiNTA4NWFmYzliZDg4YTZmOGVhYjg0ZWI4Mzc2M2Vj,/medias/1125923-SWPMATERIAL-FVPL-240x240.png?context=bWFzdGVyfGltYWdlc3wyODk5MXxpbWFnZS9wbmd8aW1hZ2VzL2gyZC9oNzAvODk4MjE3NDg5MjA2Mi5wbmd8OTk3OGE3Y2E5Nzk2ZDIwZjE0NjRmOGMyMDQwYmQwNjQ4YzljNzQ5YWYwOGU1MzY5MzE5ZTAzMzMyNmVhNjBkNQ,/medias/1125923-SWPMATERIAL-LD-VEC.svg?context=bWFzdGVyfGltYWdlc3w0MTYzfGltYWdlL3N2Zyt4bWx8aW1hZ2VzL2hkYi9oMzEvODk4MjE3NTM4MzU4Mi5zdmd8NWVkMWY5YzExMDA1NDg0MmM4Y2U0OTNjMjJjNDJkNTdlMmUwYmM3M2I4YTY4MzA1YjY5ZGNjOWEyMGJjZjBhYw,3.90 mm SS 16,Crystal Lavender Pearl/Unfoiled,Flat Backs Hotfix,Crystal Lavender Pearl,Cabochon
1188001,360.00,360,1188001,Pure Leaf Flat Back,/Pure-Leaf-Flat-Back-1188001/p,3 sizes & 4 colors/effects,4 colors/effects,/medias/1188001-SWPMATERIAL-FVPL-120x120.png?context=bWFzdGVyfGltYWdlc3w1NjA1fGltYWdlL3BuZ3xpbWFnZXMvaDM0L2hlZC84OTI3NDMzNTU1OTk4LnBuZ3w5MGY2NDFlMzEyNzc3YThmODY5MTBmMzhjMjVlYzdiNmUzMTA0M2QxYTdhYzVjZDUxZjhjNGU0OGJjN2ZiNjhl,/medias/1188001-SWPMATERIAL-FVPL-240x240.png?context=bWFzdGVyfGltYWdlc3wxMTgwNXxpbWFnZS9wbmd8aW1hZ2VzL2g5ZC9oODYvODkyNzQzMzYyMTUzNC5wbmd8YjAxNmNlNTFmMmNlMjlkMjgyYmNkNzVjYjM2YmEzYTA5Zjc5MTg3ZDk0ZGFlY2EwYWNiNGE4ZTMyMWZmZjVkZg,/medias/1188001-SWPMATERIAL-LD-VEC.svg?context=bWFzdGVyfGltYWdlc3wyOTA2fGltYWdlL3N2Zyt4bWx8aW1hZ2VzL2g4MC9oNjkvODkxOTg5MDAwMTk1MC5zdmd8Y2RlZDI5Nzc0NGI3NmMwNmYwMmRkOTRmY2EwM2FmNjMxMTgwNTMwNDk5N2UwZWRkZTVhYTJhZGNmNWJlNDlkNg,6.00x4.80 mm,Jet/Aluminium Foiling,Flat Backs Hotfix,Jet,Pure Leaf Flat Back
1188004,360.00,360,1188004,Pure Leaf Flat Back,/Pure-Leaf-Flat-Back-1188004/p,3 sizes & 4 colors/effects,4 colors/effects,/medias/1188004-SWPMATERIAL-FVPL-120x120.png?context=bWFzdGVyfGltYWdlc3w2MTQ3fGltYWdlL3BuZ3xpbWFnZXMvaDY3L2hlZi84OTI3NDM0MTQ1ODIyLnBuZ3w1ZWRiODM1ZDE0NzQyYjFmMWE1YzEyODVhNTkwMjIwODM4Yzc3NGVkZTc2NmRhZjlhNGEyYjM3OWRiYjMzNTA1,/medias/1188004-SWPMATERIAL-FVPL-240x240.png?context=bWFzdGVyfGltYWdlc3wxNDczMXxpbWFnZS9wbmd8aW1hZ2VzL2gzZC9oMTkvODkyNzQzNDIxMTM1OC5wbmd8Zjc1YzFhNDdmODNiMWM2NmQwYzU0NGE5ZWVjMWNlMTlhNTJjYmM0NDg5YzYzM2NjM2JhNzg4NWY3YjMxNWM2Yg,/medias/1188004-SWPMATERIAL-LD-VEC.svg?context=bWFzdGVyfGltYWdlc3wyOTA2fGltYWdlL3N2Zyt4bWx8aW1hZ2VzL2hkNS9oOWQvODkxOTg5MDA2NzQ4Ni5zdmd8OTkyNTI0NGZjYjJiZDg0OWY4N2YzY2I0YjllZWU2MTI0MGM1M2RjNGIxYzVhYTI2Y2NiYWY4NjYwZTU2OWM4Yw,6.00x4.80 mm,Peridot/Aluminium Foiling,Flat Backs Hotfix,Peridot,Pure Leaf Flat Back
1188026,144.00,144,1188001,Pure Leaf Flat Back,/Pure-Leaf-Flat-Back-1188001/p,3 sizes & 4 colors/effects,4 colors/effects,/medias/1188001-SWPMATERIAL-FVPL-120x120.png?context=bWFzdGVyfGltYWdlc3w1NjA1fGltYWdlL3BuZ3xpbWFnZXMvaDM0L2hlZC84OTI3NDMzNTU1OTk4LnBuZ3w5MGY2NDFlMzEyNzc3YThmODY5MTBmMzhjMjVlYzdiNmUzMTA0M2QxYTdhYzVjZDUxZjhjNGU0OGJjN2ZiNjhl,/medias/1188001-SWPMATERIAL-FVPL-240x240.png?context=bWFzdGVyfGltYWdlc3wxMTgwNXxpbWFnZS9wbmd8aW1hZ2VzL2g5ZC9oODYvODkyNzQzMzYyMTUzNC5wbmd8YjAxNmNlNTFmMmNlMjlkMjgyYmNkNzVjYjM2YmEzYTA5Zjc5MTg3ZDk0ZGFlY2EwYWNiNGE4ZTMyMWZmZjVkZg,/medias/1188001-SWPMATERIAL-LD-VEC.svg?context=bWFzdGVyfGltYWdlc3wyOTA2fGltYWdlL3N2Zyt4bWx8aW1hZ2VzL2g4MC9oNjkvODkxOTg5MDAwMTk1MC5zdmd8Y2RlZDI5Nzc0NGI3NmMwNmYwMmRkOTRmY2EwM2FmNjMxMTgwNTMwNDk5N2UwZWRkZTVhYTJhZGNmNWJlNDlkNg,6.00x4.80 mm,Jet/Aluminium Foiling,Flat Backs Hotfix,Jet,Pure Leaf Flat Back
1020483,144.00,144,1020483,Chessboard Flat Back,/Chessboard-Flat-Back-1020483/p,3 sizes & 9 colors/effects,9 colors/effects,/medias/1020483-SWPMATERIAL-FVPL-120x120.png?context=bWFzdGVyfGltYWdlc3w3OTkyfGltYWdlL3BuZ3xpbWFnZXMvaDhjL2gzMi84OTI2NjgyMDIxOTE4LnBuZ3xmYjE5MTdiODA0MDAzODZiMmUyMmQ0ZjZmYTEwNDkyZWI3YmM1ZDExMWYwNTEzMDc0MzZkNDQzNDU2ZTUxNmI2,/medias/1020483-SWPMATERIAL-FVPL-240x240.png?context=bWFzdGVyfGltYWdlc3wxNzM0NnxpbWFnZS9wbmd8aW1hZ2VzL2g5MS9oNjQvODkyNjY4MjA4NzQ1NC5wbmd8MGY1MjAxMDc5ZWNiZTZjYjBjOWJiNTlhYWEyZTgwNjBkYTg4ZmY0NDQzMmE3OWQxMzE0Zjg1NGEwMWMxMGJkOQ,/medias/1020483-SWPMATERIAL-LD-VEC.svg?context=bWFzdGVyfGltYWdlc3wyMzE3MXxpbWFnZS9zdmcreG1sfGltYWdlcy9oZDkvaGE0Lzg5MTk0Nzc2NDk0Mzguc3ZnfDg3N2NkNDFlNGJmMjk3Yjk4ZTYzNzc1MmMzYjQyOWUwY2E4ZWFiZDNiYTZiZjY1YzA3OWVlZjAxODBjOGUxYTk,10.00 mm,Crystal Silver Shade/Aluminium Foiling,Flat Backs Hotfix,Crystal Silver Shade,Chessboard Flat Back
1020492,96.00,96,1020483,Chessboard Flat Back,/Chessboard-Flat-Back-1020483/p,3 sizes & 9 colors/effects,9 colors/effects,/medias/1020483-SWPMATERIAL-FVPL-120x120.png?context=bWFzdGVyfGltYWdlc3w3OTkyfGltYWdlL3BuZ3xpbWFnZXMvaDhjL2gzMi84OTI2NjgyMDIxOTE4LnBuZ3xmYjE5MTdiODA0MDAzODZiMmUyMmQ0ZjZmYTEwNDkyZWI3YmM1ZDExMWYwNTEzMDc0MzZkNDQzNDU2ZTUxNmI2,/medias/1020483-SWPMATERIAL-FVPL-240x240.png?context=bWFzdGVyfGltYWdlc3wxNzM0NnxpbWFnZS9wbmd8aW1hZ2VzL2g5MS9oNjQvODkyNjY4MjA4NzQ1NC5wbmd8MGY1MjAxMDc5ZWNiZTZjYjBjOWJiNTlhYWEyZTgwNjBkYTg4ZmY0NDQzMmE3OWQxMzE0Zjg1NGEwMWMxMGJkOQ,/medias/1020483-SWPMATERIAL-LD-VEC.svg?context=bWFzdGVyfGltYWdlc3wyMzE3MXxpbWFnZS9zdmcreG1sfGltYWdlcy9oZDkvaGE0Lzg5MTk0Nzc2NDk0Mzguc3ZnfDg3N2NkNDFlNGJmMjk3Yjk4ZTYzNzc1MmMzYjQyOWUwY2E4ZWFiZDNiYTZiZjY1YzA3OWVlZjAxODBjOGUxYTk,10.00 mm,Crystal Silver Shade/Aluminium Foiling,Flat Backs Hotfix,Crystal Silver Shade,Chessboard Flat Back
1089435,144.00,144,1089435,Cosmic Flat Back,/Cosmic-Flat-Back-1089435/p,1 sizes & 1 colors/effects,1 colors/effects,/medias/1089435-SWPMATERIAL-FVPL-120x120.png?context=bWFzdGVyfGltYWdlc3w3ODg3fGltYWdlL3BuZ3xpbWFnZXMvaDNiL2hiMS84OTI2ODUxODkxMjMwLnBuZ3w1ZTYwODM3YTJlMjdjY2MyOTgxMWQyZTFiZDY1MmFlZmFiOWI3NGFmM2ViOTkzM2NlNGY5MWY1ZTg0ZGYzODA4,/medias/1089435-SWPMATERIAL-FVPL-240x240.png?context=bWFzdGVyfGltYWdlc3wxOTM0NnxpbWFnZS9wbmd8aW1hZ2VzL2g1Yi9oMjIvODkyNjg1MTk1Njc2Ni5wbmd8NjVhM2Q0NGU4OWUwYjM3MmUwN2U2YzBiYmI2ZGJiNGVlMTYxNGVkYTY4MTFlNTNkODBmMjllYTJiZTJkYjE1Yw,/medias/1089435-SWPMATERIAL-LD-VEC.svg?context=bWFzdGVyfGltYWdlc3wyNDEyfGltYWdlL3N2Zyt4bWx8aW1hZ2VzL2gxZC9oMjUvODkxOTY2OTQwNzc3NC5zdmd8OWMwYmM4YjU5ZTAzN2IwYTc3NjQyMjNiODY4MzJlNTQyOWVmZjU3ZGZkZGVhN2VkMmE5NGZlMTE1MmJlZGQxNQ,10.00x8.00 mm,Crystal Copper/Aluminium Foiling,Flat Backs Hotfix,Crystal Copper,Cosmic Flat Back
1136481,288.00,288,1136481,Graphic Flat Back,/Graphic-Flat-Back-1136481/p,3 sizes & 5 colors/effects,5 colors/effects,/medias/1136481-SWPMATERIAL-FVPL-120x120.png?context=bWFzdGVyfGltYWdlc3w1Nzc0fGltYWdlL3BuZ3xpbWFnZXMvaDFhL2hjMi84OTI3MDMwMzEyOTkwLnBuZ3w2MzdjYzQ1YzE4Nzg2Y2JiMThiNzJhMTZlNThkOGQ5NGE0NTkxZDg1MWJmN2NhZjZiNzJkMWFkYTFhZTg1ZDlh,/medias/1136481-SWPMATERIAL-FVPL-240x240.png?context=bWFzdGVyfGltYWdlc3wxMjk1NXxpbWFnZS9wbmd8aW1hZ2VzL2hjMy9oYWUvODkyNzAzMDM3ODUyNi5wbmd8NGQ3YzA1YzRmOTJkN2MzYTNjZDMyNTAyMGQ1M2M4NjA5N2RjNzJlNmFkY2IwMTVlYTk4YTdmZWRlYWNkODBhYw,/medias/1136481-SWPMATERIAL-LD-VEC.svg?context=bWFzdGVyfGltYWdlc3w3NTAxfGltYWdlL3N2Zyt4bWx8aW1hZ2VzL2hhMy9oMTAvODkxOTczNTQwMjUyNi5zdmd8MzIwY2JmMzNjYjk1M2NmODQ1NjE1ODNjMjU5NmFjN2U0MTgwYzg2NGM2OGIwYmIwNTY4NmZlNGQxZjMxZTc1Yw,8.00 mm,Jet/Aluminium Foiling,Flat Backs Hotfix,Jet,Graphic Flat Back
1136505,288.00,288,1136519,Graphic Flat Back,/Graphic-Flat-Back-1136519/p,3 sizes & 5 colors/effects,5 colors/effects,/medias/1136519-SWPMATERIAL-FVPL-120x120.png?context=bWFzdGVyfGltYWdlc3w3NzU1fGltYWdlL3BuZ3xpbWFnZXMvaDM3L2g4Ny84OTI3MDM2MjExMjMwLnBuZ3w3NzNmOTlmNzBkZWU5MmFlNmM1ZGY2YWJiZjI4MWM1ZDljNDNiNmM2YWYwOTcyY2Y1NWNjODhmMTY2ZTk4YTc1,/medias/1136519-SWPMATERIAL-FVPL-240x240.png?context=bWFzdGVyfGltYWdlc3wxOTk3MnxpbWFnZS9wbmd8aW1hZ2VzL2hlMy9oNWEvODkyNzAzNjI3Njc2Ni5wbmd8MmRkNmY3ODUzNjBjMDI5NGRlOTBhMmEyMTEyYTkyMDFlNTZjMjg3MTc4MTkyYTRjYTBmYTE2NDIzYzViYjA5Nw,/medias/1136519-SWPMATERIAL-LD-VEC.svg?context=bWFzdGVyfGltYWdlc3wyNTQxfGltYWdlL3N2Zyt4bWx8aW1hZ2VzL2gwNC9oMTYvODkxOTczNjEyMzQyMi5zdmd8ZTAyOTNjNDgyYzA0MTZkYjBhMzA5MzRiOTBkYzEwY2Y5NjZmMGJiMzNmNTYzMTY5YmY1MDZmZDg2M2NhNzY0Zg,14.00 mm,Aquamarine/Aluminium Foiling,Flat Backs Hotfix,Aquamarine,Graphic Flat Back
